user_id,day,behavior_feature_1,behavior_feature_2,behavior_feature_3,behavior_feature_4,behavior_feature_5,behavior_feature_6,behavior_feature_7,behavior_feature_8,behavior_feature_9,behavior_feature_10,behavior_feature_11,behavior_feature_12,behavior_feature_13,behavior_feature_14,behavior_feature_15,behavior_feature_16,behavior_feature_17,behavior_feature_18,behavior_feature_19,behavior_feature_20,behavior_feature_21,behavior_feature_22,behavior_feature_23,behavior_feature_24,behavior_feature_25,behavior_feature_26,behavior_feature_27,behavior_feature_28,behavior_feature_29,behavior_feature_30
1,1,0.12384602670581746,0.07053563759295656,0.9094295036858765,0.19012876631870568,0.8212501545597043,0.5446308711071358,0.0778565196087696,0.9554481914380675,0.24696116699189252,0.8596453453526065,0.16881000578456418,0.8539428821418529,0.013228812905293985,0.5117804565694807,0.7694425794215568,0.9347955174927833,0.909202136206487,0.8196248695476449,0.8881913496613041,0.1992196858370765,0.28418429571172876,0.2889685249210585,0.3770539310016988,0.3933206703851887,0.5445553246546755,0.15987976336644139,0.6912466637859893,0.1675665393045065,0.31030848210454753,0.503345130606154
1,2,0.7964405615234773,0.7394692332387273,0.6455343564105223,0.15577326058017016,0.5470453456155777,0.08744650179988545,0.37736317679665077,0.41351653028995916,0.03981143944575383,0.2739880994699718,0.9556494672664894,0.9536326078296895,0.3523270542525393,0.043100108948324056,0.17909493932818155,0.39221779343354013,0.9477796979692298,0.14119906353718492,0.7635158436682122,0.10868253937469208,0.9812575773912768,0.381616499109135,0.775234538899056,0.3425910828111318,0.6276688771588087,0.19201608474003673,0.14602101929696254,0.9380641395681313,0.9176472779044335,0.8874689402128824
1,3,0.6254334501665935,0.8082682112162782,0.06903693691137491,0.33478904189067915,0.3137031247571562,0.6356453219526133,0.3559577734706405,0.1485067816436808,0.5964670754135437,0.8143839206690815,0.3821234944599732,0.1322687150984817,0.19668819731282305,0.23748330516938398,0.2998975929945362,0.6427950705063091,0.600945484537719,0.6960798615670392,0.36250198453151317,0.8239976518799783,0.20408766115576027,0.46904074751815394,0.8009387215414303,0.18015864773261925,0.10986311374078295,0.8836839676879897,0.3429296627591959,0.683870124909032,0.02534860426393848,0.6900468884094496
1,4,0.3161013115469705,0.05574085358744174,0.609812761548117,0.24080381607317325,0.38680724205188,0.08058081228651359,0.14716325109494532,0.29797723549584376,0.08975950056015713,0.9108262646863152,0.006047043183978418,0.4838602188643114,0.12324745813255145,0.30767908947794853,0.9260595598182655,0.16169455327398685,0.9658323197183326,0.2057943769894217,0.7415661084668296,0.5466772648973117,0.8844787275967592,0.5539932555031309,0.5345592191563087,0.1954580003683999,0.16622936205165872,0.9164891511155142,0.32783819885003407,0.37208225496289593,0.7598236584283884,0.33882348242280735
1,5,0.9520624466390027,0.7379277689988003,0.59742924257342,0.8808951605447525,0.04960590834948275,0.25706269218920874,0.46503633422090995,0.22697853947152102,0.7439051873021519,0.9192080310537252,0.4237701199309234,0.34213260011189495,0.9615507321375663,0.44485243282754083,0.4890484004492832,0.35164987234190537,0.9095484730121384,0.5689554832818507,0.7621745871816447,0.8118067183508864,0.3418490419172582,0.43369433132038004,0.8484717744062646,0.36325535167581025,0.7939351334518513,0.9409923225744371,0.623210373068007,0.7416272874518889,0.8050973120411349,0.8450396488966425
1,6,0.39505333785679597,0.05126345917599817,0.4018762712367395,0.6737562297840898,0.4503503857807928,0.7489631508603986,0.3569824294686639,0.6347441411040295,0.18641980485397458,0.7493694366449569,0.5456959688130258,0.20406438854660058,0.29191117349780726,0.7486087085818324,0.4826012356615207,0.2160314403930722,0.9672711903702976,0.7151250198168879,0.9571348325397961,0.4271050453603432,0.47510034069172047,0.8979552161850192,0.5250493402453846,0.7072789119056672,0.25217287749552997,0.44672646870264054,0.12344986581035511,0.20598003587696168,0.000943415267631087,0.03926505164866023
1,7,0.9772838231769293,0.2423536951367623,0.663310709504002,0.8390996987996115,0.5506604592365643,0.1531445000839562,0.7281164373361664,0.600251410099583,0.7312505893473751,0.7697466228570872,0.9754103676847451,0.57356328002671,0.3416411126906018,0.6484645569002371,0.06844070924262613,0.8973973183215863,0.11938101133819679,0.32784283788581825,0.8157453806261209,0.5973123783307118,0.3936355202774421,0.4734356593750214,0.8545473932021803,0.34000438605989214,0.8696496848121713,0.08813443097669149,0.7767984372086307,0.8475476330547363,0.18181765283733875,0.43034653237220044
2,1,0.16549977466365562,0.7066041289942178,0.5353477680616567,0.635323346708321,0.19648696695621115,0.21174586205241952,0.04149732550990637,0.3220675351957297,0.559744661333675,0.8579349139973288,0.6669274474586807,0.43539632339975143,0.9531201143941378,0.7192452005758319,0.93016520286255,0.5275879732721657,0.2589042747931396,0.052826686364721986,0.7260848514838505,0.12130299800553412,0.3027751282719672,0.5324709078838974,0.5644165877797477,0.600583196987136,0.16625533034970064,0.37973740482164875,0.6171942271169667,0.9698188646337847,0.7276311376996887,0.9226037570939578
2,2,0.762212058314177,0.5917169688924004,0.19202336913634455,0.666685651892513,0.6233795659599071,0.6024691704572664,0.48978586798824075,0.5286566039892756,0.33444252711810407,0.5193126926423032,0.19755590567847825,0.8051743973603768,0.1857769546987078,0.08496628988946642,0.43624602635715737,0.6583074395060619,0.43771682493354136,0.2767541319513086,0.5581711838904407,0.34700233541219994,0.9328676901266331,0.9226451396035721,0.5023718199720955,0.3278839940182585,0.7371324139566391,0.03671294348306664,0.47476900604365124,0.33632339427033353,0.9205358851025547,0.012003027272682543
2,3,0.5528148757183491,0.740663581066626,0.48501798752404124,0.08540303016272166,0.9724613900279022,0.5180104313760979,0.6141862443190114,0.23660978270750732,0.4834980851068038,0.42914949195832186,0.07489584200198374,0.10616035354746722,0.8374725196187746,0.23981995220659025,0.19495827149863054,0.5049114512501393,0.7687471313625129,0.06194651857898792,0.5768079196382558,0.11921044284057336,0.03646105082561846,0.05274395216221739,0.8341641082084413,0.11797248362806156,0.04515136441229195,0.4378998871429123,0.8439934719420248,0.26240837648930193,0.4217126175259164,0.03992253256375122
2,4,0.4490785141348759,0.5776130806371337,0.5709070537521448,0.33242669217436516,0.3155331806631355,0.10662361893659789,0.3667983206462684,0.09949466887296465,0.7665959447120516,0.9662742977481859,0.9700744566667069,0.8650710993753938,0.6007921493396191,0.7008656972438799,0.28520580268041407,0.6307704201726206,0.45564954943987745,0.4820173397769325,0.757776560375158,0.28191835559725165,0.3180396116945199,0.9246417911286366,0.056224294850972245,0.4856342984133404,0.9128008004078617,0.610363007818157,0.5464070742121321,0.2497441792293552,0.34327548906444827,0.8520484158046929
2,5,0.5592181317684581,0.5147421937567799,0.09957971354002892,0.01602815645512312,0.9636851886870491,0.37698616728684164,0.6032130620995043,0.07971507318728499,0.6831142857230466,0.9325667087059609,0.5756652529974197,0.12611532237541057,0.5817215274734767,0.7663472131046524,0.40641653657401866,0.8798377479414679,0.6486829533573645,0.8992489182892025,0.6235053112473372,0.13128797200482423,0.3096917111051891,0.20179494825245692,0.9088264977168623,0.7604000672874827,0.676398368910006,0.3009663196316217,0.18404477205021352,0.7564510879889118,0.47415794587907967,0.22578955215062912
